"user_id","ltv"
user0068289,11.16
user0114779,352.56
user0112670,34.23
user0117281,31.28
user0039603,17.79
user0014614,10.04
user0042608,68.91
user0121351,10.81
user0022196,940.96
user0074881,11.44
user0053652,41.31
user0025333,20.44
user0009196,100.03
user0035531,12.42
user0112707,22.43
user0072090,10.54
user0021255,10.46
user0010348,10.04
user0023721,390.64
user0117271,10.74
user0071398,22.80
user0073085,21.87
user0090669,21.89
user0094866,713.19
user0108843,421.53
user0040579,563.97
user0002689,10.53
user0068563,27.56
user0024822,292.82
user0092628,91.75
user0057800,12.07
user0100217,256.90
user0037394,43.86
user0075746,11.16
user0021962,10.92
user0074461,33.92
user0088273,10.5
user0083430,10.16
user0024863,72.96
user0031964,11.75
user0028195,11.7
user0012317,35.97
user0086404,22.35
user0083097,14.13
user0014858,11.9
user0044009,11.37
user0097162,58.40
user0009900,452.89
user0056179,13.27
user0052896,11.18
user0018856,21.83
user0071518,71.72
user0010557,23.19
user0031706,21.76
user0037598,51.56
user0038747,21.83
user0063705,115.01
user0118384,56.79
user0036402,11.19
user0021343,100.31
user0061008,22.52
user0052147,15.49
user0033028,15.09
user0085184,24.90
user0105062,10.02
user0038496,531.42
user0052931,11.11
user0041542,12.31
user0034251,409.15
user0002886,49.81
user0051413,80.82
user0028603,23.96
user0044958,11.23
user0056355,10.98
user0109086,75.18
user0026015,11.49
user0030113,10.25
user0073774,10.79
user0107105,10.11
user0112281,546.03
user0022630,12.56
user0062545,39.15
user0085101,66.00
user0059484,10.77
user0046126,314.15
user0070842,11
user0059910,10.92
user0117982,12.17
user0108283,22.69
user0100811,330.60
user0029766,12.5
user0059074,22.40
user0117364,14.1
user0040328,11.5
user0084199,252.69
user0008690,10.67
user0096276,78.67
user0116462,11.2
user0058989,10.04
user0068905,21.94
user0080184,10.04
user0008755,1443.68
user0112655,11.7
user0085333,61.32
user0075899,44.47
user0043101,10.76
user0080740,10.2
user0085142,46.45
user0046850,13.7
user0000595,34.66
user0013687,22.66
user0103014,21.77
user0049850,324.97
user0000647,89.42
user0077360,90.07
user0002650,11.33
user0026645,34.62
user0019324,39.02
user0093689,397.29
user0054903,10.21
user0120841,381.63
user0119639,12.21
user0098499,51.35
user0118307,10.91
user0082783,11.99
user0099429,103.66
user0097925,361.63
user0039646,11.62
user0002080,10.42
user0049428,10.04
user0019450,15.94
user0021730,11.46
user0014458,131.53
user0055088,31.70
user0005749,10.25
user0104482,70.19
user0112380,42.41
user0039395,12.87
user0036526,120.82
user0096783,41.44
user0059614,10.45
user0064450,10.81
user0100491,101.94
user0005076,20.80
user0087767,10.54
user0104184,21.54
user0031165,317.83
user0117709,10.06
user0105676,100.37
user0052437,22.63
user0003894,495.13
user0115812,53.90
user0094281,10.74
user0111595,36.72
user0027731,11.58
user0091367,44.02
user0121399,118.74
user0113606,221.53
user0071663,216.84
user0029582,13.57
user0071167,21.03
user0095052,11.38
user0021491,23.05
user0090041,10.08
user0048305,10.77
user0022103,10.49
user0044479,10.29
user0042721,22.59
user0061847,10.04
user0100111,11.23
user0013918,11.19
user0048352,29.29
user0032353,22.35
user0113384,54.95
user0111277,31.34
user0096467,20.30
user0114282,11.37
user0022689,12.4
user0031125,72.81
user0072727,10.9
user0113802,11.12
user0020069,24.75
user0076936,15.21
user0099071,10.6
user0108191,11.02
user0034348,10.75
user0057427,38.31
user0029967,13.39
user0061005,103.29
user0066695,10.82
user0068497,13.92
user0015994,49.89
user0037308,23.01
user0101367,10.92
user0080115,22.33
user0056426,10.23
user0054691,22.53
user0090063,13.01
user0092420,22.98
user0002782,22.22
user0010020,62.64
user0056467,13.78
user0017357,12.32
user0106679,23.36
user0026282,181.49
user0081552,13.01
user0022398,10.35
user0063108,20.02
user0027138,65.01
user0027864,38.31
user0075551,10.89
user0091607,79.42
user0083266,10.23
user0070165,11.2
user0068819,12.57
user0031297,11.4
user0047846,12.4
user0056689,10.88
user0038761,10.04
user0008313,63.81
user0090842,12.01
user0096093,33.28
user0116329,12.36
user0009316,32.32
user0058306,380.27
user0017024,64.76
user0010225,10.74
user0120057,34.02
user0015295,58.95
user0088202,24.45
user0045204,46.08
user0072204,12.36
user0037730,28.99
user0008815,10.98
user0008419,11.42
user0031952,84.83
user0080973,11.27
user0016596,12.15
user0050394,35.80
user0066755,235.50
user0065117,22.24
user0121201,616.78
user0021154,46.06
user0115806,14.43
user0117848,65.69
user0113446,12.07
user0002386,106.78
user0025839,282.83
user0020439,868.83
user0051229,96.05
user0107376,392.41
user0027453,23.46
user0068144,11.1
user0056140,21.84
user0053623,21.87
user0040259,20.97
user0088183,10.07
user0081703,21.46
user0010754,63.34
user0050270,65.77
user0084168,24.45
user0065877,106.75
user0013711,232.96
user0016136,11.23
user0044724,672.36
user0044299,11.51
user0004689,22.26
user0092828,27.91
user0072440,13.63
user0000311,10.77
user0034751,22.30
user0100631,10.39
user0089274,11.46
user0091556,10.07
user0035556,42.33
user0054884,10.81
user0097164,71.65
user0115853,11.16
user0116718,22.32
user0035921,22.32
user0020944,12.21
user0047320,32.70
user0063622,19.28
user0115957,10.76
user0101428,403.05
user0020775,27.06
user0081084,10.25
user0107095,54.80
user0048426,107.49
user0051993,22.53
user0098581,102.72
user0101401,10.68
user0042813,56.51
user0094913,89.08
user0015465,21.96
user0016384,326.26
user0102892,11.59
user0116110,11.19
user0017682,25.47
user0050674,10.67
user0119852,16.75
user0058305,12.04
user0055681,10.9
user0058283,10.92
user0014526,75.70
user0050729,91.28
user0015033,10.86
user0057738,10.74
user0020150,10.29
user0012158,32.95
user0058498,10.74
user0063540,23.10
user0107634,30.03
user0089020,11.3
user0082874,13.89
user0000936,10.81
user0067444,10.26
user0004602,11.26
user0004018,25.67
user0081907,708.14
user0068761,11.16
user0107298,92.50
user0020590,80.10
user0001263,59.29
user0042777,30.07
user0055173,22.84
user0118812,55.15
user0051607,10.49
user0063127,10.4
user0051931,11.12
user0097040,21.67
user0023953,10.53
user0114643,263.86
user0114236,25.26
user0067710,13.22
user0044655,22.12
user0059225,11.89
user0092279,10.81
user0000366,50.40
user0000947,90.16
user0119074,10.04
user0112361,110.86
user0093693,32.32
user0040191,105.07
user0047463,23.91
user0086280,403.93
user0027487,11.34
user0013241,15.83
user0064767,21.50
user0052666,377.19
user0049270,13.47
user0113485,11.27
user0043028,21.64
user0092063,10.82
user0021122,83.70
user0106784,27.85
user0006724,11.18
user0118215,10.7
user0106869,161.42
user0057624,13.08
user0093636,12.03
user0105375,93.24
user0015778,10.75
user0089040,33.41
user0091858,11.61
user0118918,22.42
user0105958,578.55
user0087286,1683.51
user0113123,12.96
user0023389,10.92
user0038704,10.28
user0091462,23.05
user0049167,284.79
user0045766,22.24
user0067328,13.7
user0027312,11.19
user0082561,31.92
user0043649,33.07
user0110915,10.74
user0000531,353.89
user0010935,12.88
user0083295,296.73
user0093648,111.52
user0087715,120.42
user0019168,10.53
user0085407,10.01
user0108794,34.57
user0079081,10.74
user0109421,21.32
user0078797,55.54
user0077555,79.55
user0072103,120.72
user0059110,65.59
user0020466,319.39
user0055460,11.33
user0070318,10.97
user0010959,10.01
user0014193,567.11
user0094302,14.51
user0064050,12.36
user0100578,10.56
user0090028,25.33
user0082884,23.28
user0037276,10.9
user0003753,207.39
user0019586,10.82
user0029090,11.53
user0001297,10.01
user0036656,90.42
user0033693,22.47
user0016405,21.98
user0058846,22.28
user0005033,362.14
user0097912,11.28
user0073147,11.13
user0053923,34.86
user0069682,24.14
user0054773,1094.83
user0062783,11.16
user0044647,465.99
user0115405,52.47
user0032297,45.71
user0023916,10.24
user0095593,72.98
user0021028,14.28
user0087111,21.3
user0081262,22.01
user0064226,42.54
user0107621,10.77
user0001705,22.49
user0005023,65.60
user0060236,10.11
user0121083,85.72
user0055512,14.26
user0035048,44.43
user0030481,38.15
user0086865,23.23
user0092432,24.17
user0077862,12.43
user0004987,31.73
user0095026,37.05
user0079802,10.84
user0057311,26.80
user0039806,32.05
user0000176,12.63
user0079002,10.75
user0040682,13.68
user0062454,10.35
user0026905,87.24
user0103542,14.41
user0017558,10.11
user0052424,10.2
user0068895,20.10
user0121358,42.74
user0006444,213.74
user0044496,13.08
user0092542,12.2
user0081268,11.83
user0079980,20.82
user0039486,22.10
user0063812,11.65
user0059545,32.86
user0106365,34.01
user0031468,11.49
user0035805,85.35
user0041313,12.34
user0009490,73.56
user0105345,20.26
user0036862,47.71
user0044219,24.87
user0094300,20.85
user0044221,10.72
user0003140,11.12
user0035459,33.40
user0030163,10.95
user0077244,34.48
user0017679,11.27
user0061278,73.57
user0021793,63.53
user0121471,15.78
user0106815,20.31
user0077136,12.7
user0006851,11.03
user0107916,10.07
user0112752,236.23
user0032466,89.80
user0086658,10.01
user0112026,10.35
user0118151,409.78
user0071604,12.56
user0085361,10.95
user0062611,10.88
user0081528,11.44
user0013759,10.79
user0093084,10.26
user0075215,474.80
user0018880,10.92
user0028161,308.43
user0089938,130.52
user0031773,15.32
user0080545,11.51
user0003285,174.29
user0053828,10.79
user0070826,13.5
user0107499,12.05
user0017872,12.21
user0008665,235.37
user0089407,156.68
user0018766,10.35
user0005161,205.05
user0032615,72.48
user0088126,217.31
user0090784,21.56
user0008885,10.9
user0094318,11.06
user0104563,24.03
user0023516,14.18
user0028557,32.78
user0043009,10.01
user0103667,22.60
user0005931,10.8
user0098666,12.02
user0048249,34.13
user0073786,223.76
user0067949,11.53
user0044681,21.65
user0115448,47.17
user0033665,10.72
user0055851,10.76
user0002639,11.02
user0090143,10.95
user0028775,10.86
user0016612,11.62
user0068293,40.58
user0072662,32.91
user0033236,33.87
user0085032,107.63
user0076065,10.74
user0060209,266.60
user0063375,11.62
user0102319,10.77
user0008607,11.16
user0004995,66.94
user0069000,150.13
user0067904,27.57
user0092598,11.65
user0042420,33.19
user0094264,23.02
user0026884,1140.35
user0087517,10.84
user0039943,22.52
user0105889,10.93
user0020146,95.35
user0033545,11.03
user0105254,61.92
user0036040,12.87
user0105757,11.23
user0121245,14.11
user0035337,10.89
user0034083,20.53
user0021086,21.82
user0039100,13.25
user0047549,16.7
user0063645,10.95
user0052390,64.54
user0033352,11.37
user0112785,49.09
user0055548,11.12
user0010943,12.09
user0087346,10
user0069495,58.54
user0119901,10.01
user0098164,69.05
user0001912,20.57
user0116701,143.70
user0038044,21.51
user0112082,125.53
user0022032,25.71
user0056413,105.73
user0048375,10.07
user0063331,10.28
user0080844,23.16
user0025868,11.2
user0103543,11.12
user0107867,22.58
user0039517,10.88
user0076924,20.26
user0087690,11.19
user0074917,11.43
user0064631,23.09
user0011983,1270.95
user0110304,35.43
user0042686,145.92
user0012410,21.43
user0119087,104.56
user0101802,14.94
user0115545,10.01
user0025328,10.9
user0039714,23.51
user0053078,11.34
user0083278,21.96
user0062827,104.15
user0083049,40.91
user0028022,56.43
user0005465,296.72
user0104838,30.96
user0081532,10.01
user0096753,12.77
user0035744,11.16
user0040458,47.30
user0032400,11.65
user0052845,64.91
user0112012,23.47
user0033855,22.57
user0039376,54.54
user0075049,10.89
user0084279,22.36
user0061428,23.90
user0063311,10.01
user0077119,39.14
user0011650,32.16
user0086780,22.53
user0069178,292.01
user0121561,218.45
user0022013,33.55
user0120173,184.10
user0085986,36.32
user0110729,35.10
user0055582,67.80
user0009532,790.85
user0108697,208.57
user0078973,21.64
user0118941,11.59
user0084035,31.17
user0029781,110.86
user0068061,21.71
user0051002,91.97
user0045580,11.14
user0041396,10.74
user0065693,40.05
user0031553,11.93
user0116180,10.36
user0072778,10.92
user0058313,11.59
user0068982,11.54
user0040931,10.74
user0047732,31.35
user0101539,21.63
user0043357,188.58
user0036068,11.02
user0025325,10.21
user0010946,12.94
user0108635,10.79
user0103992,11.16
user0119544,11.12
user0036713,32.55
user0045934,32.52
user0038382,12.21
user0099799,606.37
user0113159,180.52
user0098279,45.68
user0121006,38.12
user0063098,10.22
user0106240,26.77
user0013382,223.81
user0097335,11.65
user0082653,132.11
user0065872,46.13
user0116511,32.83
user0107728,11.37
user0019522,27.95
user0047544,80.06
user0106732,181.43
user0006208,48.05
user0051880,12.7
user0071538,11.38
user0015660,11.8
user0103933,10.06
user0023766,92.93
user0053206,11
user0037549,10.98
user0117584,90.47
user0072009,11.29
user0063877,107.04
user0082960,10.67
user0110015,10.91
user0074532,10.21
user0096371,12.28
user0085891,33.68
user0097080,10.86
user0015372,12.2
user0038434,117.90
user0103611,37.08
user0036594,22.76
user0106742,119.67
user0062214,39.57
user0024455,14.69
user0011366,507.96
user0054287,22.53
user0047837,20.44
user0046525,108.55
user0095034,58.15
user0083446,11.53
user0005855,48.14
user0075453,10.95
user0118069,10.95
user0085415,12.71
user0067755,213.13
user0064354,24.08
user0016774,133.10
user0092280,12.05
user0003002,10.94
user0083203,34.05
user0102460,25.61
user0018973,10.98
user0073681,11.47
user0004022,21.82
user0089702,21.84
user0092345,31.42
user0061555,52.94
user0076408,22.24
user0059323,24.35
user0051151,21.94
user0059487,21.33
user0053872,11.23
user0056396,22.39
user0006710,101.96
user0106100,20.65
user0088072,10.21
user0041772,16.2
user0042351,21.88
user0074477,25.56
user0040189,36.95
user0051559,23.13
user0079735,83.07
user0028132,32.54
user0106702,11.62
user0039421,11.79
user0101148,24.76
user0035966,33.13
user0099863,12.09
user0014949,20.57
user0059386,31.32
user0102999,11.14
user0021366,12.12
user0027772,10.89
user0003293,11.16
user0054781,10.04
user0107390,168.57
user0028795,70.19
user0006145,129.50
user0076808,63.51
user0112745,12.94
user0035783,11.31
user0017900,11.27
user0036412,10.08
user0089667,24.07
user0069991,29.70
user0094886,44.25
user0067252,22.47
user0056379,11.55
user0042492,213.17
user0081787,11.76
user0072415,20.03
user0068406,20.75
user0097778,95.75
user0076323,23.37
user0048602,11.37
user0013520,113.68
user0005614,10.81
user0072217,11.05
user0118378,12.45
user0083211,55.55
user0022683,10.04
user0087488,23.50
user0015749,20.30
user0086253,11.42
user0098234,502.62
user0006027,21.14
user0071720,11.57
user0112874,34.95
user0020495,62.03
user0096859,33.39
user0077905,13.83
user0084634,10.81
user0029791,24.51
user0008087,10.01
user0037753,10.76
user0062855,45.87
user0016872,64.63
user0000728,87.89
user0012261,11.83
user0015131,264.38
user0041040,35.44
user0042291,15.95
user0100472,10.98
user0037581,163.08
user0022884,25.24
user0059185,11.19
user0031254,23.99
user0057255,18.4
user0005507,332.64
user0069501,10.01
user0034304,21.92
user0070757,26.63
user0118506,14.26
user0039041,11.7
user0005806,12.37
user0041416,10.74
user0048716,24.76
user0040953,27.78
user0094194,11.78
user0072891,28.64
user0022411,60.12
user0117912,11.02
user0008768,35.20
user0089537,11.93
user0107883,899.19
user0121162,10.77
user0068416,699.35
user0118510,176.01
user0098424,109.22
user0027058,10.35
user0008792,21.54
user0018816,10.97
user0111663,10.37
user0112403,11.89
user0072684,10.15
user0089472,21.94
user0066780,21.65
user0106551,54.61
user0033710,160.28
user0115763,35.07
user0113943,206.57
user0057370,38.73
user0117693,36.50
user0074175,446.18
user0082803,178.02
user0015575,153.67
user0008194,63.79
user0039161,10.01
user0047924,10.93
user0016408,11.12
user0120874,591.20
user0030538,21.10
user0056697,11.1
user0100397,12.52
user0009617,12.89
user0117812,10.46
user0064254,12.7
user0114600,10.49
user0106262,47.67
user0090940,22.50
user0003191,11.53
user0102177,10.84
user0029216,10.98
user0090344,11.33
user0047001,10.76
user0058378,11.9
user0082912,48.30
user0028110,10.98
user0030469,23.08
user0096420,11.84
user0099846,22.42
user0092229,11.2
user0063240,44.33
user0109627,52.52
user0055923,20.02
user0103592,373.10
user0012690,20.17
user0084815,12.99
user0074840,13.64
user0026699,12.04
user0035792,25.86
user0031622,67.57
user0085418,11.12
user0060462,20.02
user0043662,32.14
user0071093,10.55
user0071708,21.50
user0009775,29.27
user0017825,52.68
user0067333,65.76
user0054424,10.81
user0084562,10.7
user0086562,11.4
user0046763,10.88
user0029755,12.28
user0030332,62.62
user0082870,38.38
user0118948,14.08
user0021727,10.77
user0067242,12.05
user0035028,45.69
user0034056,10.04
user0109394,28.43
user0020848,10.08
user0089421,44.58
user0073477,24.16
user0037002,11.55
user0101609,20.29
user0031403,33.15
user0088994,22.04
user0057792,250.49
user0117547,14.48
user0084475,21.29
user0060329,43.21
user0066596,11.38
user0073094,30.05
user0021190,1374.57
user0027235,11.37
user0030528,25.37
user0059375,11.05
user0081973,25.03
user0057392,208.16
user0062422,33.80
user0080659,11.83
user0050956,10.91
user0075887,22.18
user0105947,986.11
user0115709,500.63
user0066182,10.71
user0071426,11.73
user0061526,21.28
user0088451,104.65
user0106550,259.78
user0004453,643.51
user0115380,107.64
user0025796,67.74
user0101884,113.97
user0007111,653.10
user0039391,362.90
user0031590,77.87
user0017747,11.8
user0078593,22.88
user0098851,24.14
user0107461,26.15
user0071330,1025.52
user0016058,24.64
user0098186,48.07
user0008098,10.92
user0060296,171.93
user0055021,14.88
user0084941,10.9
user0073098,10.84
user0042803,11.05
user0018534,113.54
user0060207,11.65
user0029787,27.11
user0068729,21.48
user0047159,16.57
user0108346,11.72
user0017063,10.9
user0028853,32.23
user0092189,13.57
user0058706,21.87
user0114246,12.38
user0085126,10.03
user0094369,21.93
user0014974,229.16
user0089047,22.19
user0055619,10.92
user0041530,10.48
user0019232,224.55
user0096263,10.04
user0028296,23.86
user0095367,88.53
user0059142,36.69
user0047382,11.05
user0012324,11.02
user0007060,105.37
user0017287,12.21
user0067431,82.60
user0067570,812.82
user0083175,56.50
user0040195,10.74
user0025305,10.28
user0076395,178.78
user0120626,10.04
user0068666,351.10
user0032553,22.65
user0055552,11.71
user0022438,10.09
user0022256,73.32
user0097691,11.63
user0071272,25.41
user0102729,34.15
user0023015,10.9
user0099626,12.03
user0069288,25.08
user0034716,22.32
user0007130,193.43
user0004926,445.76
user0076630,24.15
user0035736,39.66
user0001377,16.17
user0071780,10.29
user0090684,10.78
user0038346,551.36
user0041454,11.72
user0097724,10.95
user0033431,20.05
user0108207,11.86
user0070510,11.54
user0094177,21.14
user0060354,308.03
user0015309,42.54
user0081612,36.62
user0091252,44.94
user0116409,25.05
user0091309,11.03
user0105833,11.73
user0035581,11.67
user0068342,11.41
user0002791,10.01
user0096486,44.94
user0118203,21.46
user0001787,160.74
user0111898,147.55
user0086934,10.14
user0012514,10.83
user0007532,11.2
user0079877,10.01
user0002950,543.95
user0090411,50.20
user0022338,13.89
user0045356,75.82
user0121107,22.09
user0054398,154.08
user0024094,21.35
user0079257,11.07
user0070120,17.88
user0010294,10.04
user0065604,24.67
user0019442,21.86
user0111436,11.16
user0038979,10.35
user0060082,10.81
user0103892,10.79
user0115113,10.84
user0115606,392.25
user0041735,133.26
user0045045,10.79
user0017777,11.16
user0006420,26.11
user0102528,10.06
user0095302,10.16
user0043521,548.12
user0107801,13.46
user0072024,16.33
user0012831,195.43
user0031725,359.04
user0053986,368.99
user0074802,11.45
user0117155,10.01
user0099951,22.00
user0092773,308.24
user0072562,10.9
user0084964,453.36
user0085262,32.32
user0011538,11.42
user0092049,10.81
user0090010,12.33
user0078317,10.98
user0029073,318.40
user0105394,1108.73
user0061598,11
user0115109,11.03
user0018324,10.77
user0038855,10.28
user0066389,742.71
user0107244,55.42
user0088337,78.67
user0033278,42.79
user0016063,21.24
user0116282,12.46
user0113253,10.04
user0088748,11.67
user0108828,37.40
user0083158,37.20
user0098357,11.12
user0104895,104.85
user0117742,10.95
user0099449,25.60
user0014479,203.91
user0095293,16.07
user0025658,22.44
user0042288,58.30
user0007555,10.09
user0057932,24.33
user0077091,24.52
user0054204,11.65
user0045930,11.14
user0035743,10.01
user0083658,23.06
user0064524,785.61
user0071949,32.06
user0022769,10.52
user0016584,23.12
user0117747,10.04
user0036022,22.91
user0062953,12.96
user0042887,110.55
user0068160,21.65
user0021327,21.92
user0015240,11.12
user0088649,34.54
user0089499,10.95
user0046270,10.01
user0058603,35.06
user0093381,15.08
user0120025,104.86
user0070527,10.85
user0047713,12.78
user0054765,21.02
user0007642,11.03
user0104312,40.48
user0119270,10.81
user0071237,22.71
user0031899,25.18
user0079199,11.49
user0063352,13.5
user0001412,33.31
user0100020,188.95
user0110715,102.06
user0034022,12.25
user0097966,10.52
user0032328,11.38
user0006305,12.1
user0010341,10.77
user0034049,293.71
user0119213,240.35
user0024835,30.90
user0024445,70.84
user0075739,12.38
user0038384,43.87
user0055096,11.06
user0035959,20.02
user0020378,10.68
user0040352,32.96
user0063389,10.12
user0001548,21.73
user0018168,11.79
user0109751,270.09
user0015092,132.18
user0073917,586.09
user0096131,12.66
user0073149,35.36
user0033989,58.29
user0115254,20.81
user0035069,102.94
user0029839,38.40
user0015648,101.02
user0066573,11.16
user0111753,12.04
user0113703,11.25
user0038877,11.51
user0103665,10.53
user0103453,24.82
user0112563,18.4
user0037506,10.38
user0104742,10.88
user0008787,11.16
user0002227,22.36
user0080035,60.80
user0074102,72.33
user0082367,39.12
user0018322,44.62
user0086583,10.86
user0013887,11.09
user0040675,10.01
user0047034,10.83
user0010062,11.8
user0110027,20.93
user0068946,11.75
user0038527,22.64
user0087697,42.60
user0026555,12.21
user0067440,91.70
user0095724,32.78
user0034838,12.65
user0085822,17.42
user0111567,11.68
user0068197,11.82
user0033023,13.88
user0102866,10.99
user0014277,128.95
user0096629,10.74
user0025393,11.65
user0014290,11.02
user0093719,353.59
user0004377,35.57
user0096235,43.93
user0054960,51.09
user0120341,22.70
user0031106,65.93
user0078309,10.95
user0090102,107.35
user0071232,43.16
user0027883,22.19
user0059613,31.22
user0087367,22.29
user0011074,11.36
user0086573,198.85
user0017907,12.32
user0039075,10.18
user0093595,10.02
user0099694,11.16
user0117199,11.42
user0114315,13.09
user0070221,439.05
user0034612,12.74
user0113922,13.82
user0034763,10.75
user0078548,10.83
user0057095,13.22
user0029552,10.01
user0108914,12.81
user0033990,11.57
user0117869,276.32
user0074952,57.43
user0098439,35.41
user0061147,17.13
user0000118,21.56
user0084895,10.04
user0054669,18.4
user0116102,11.16
user0116406,11.47
user0070250,22.21
user0065522,12.21
user0079785,23.33
user0045206,64.89
user0083001,11.65
user0063463,522.37
user0083221,11.96
user0082313,21.12
user0014211,32.08
user0064786,91.72
user0107006,70.08
user0022816,20.02
user0113782,10.59
user0020234,34.49
user0095872,60.17
user0069472,199.70
user0062964,109.13
user0051048,10.86
user0026826,66.64
user0038753,150.87
user0027452,10.88
user0070804,11.03
user0115620,114.16
user0070094,11.28
user0034426,13.06
user0107819,181.04
user0112214,258.02
user0112089,11.98
user0006530,107.71
user0030687,10.14
user0018212,23.05
user0085782,11.65
user0078876,10.12
user0029040,24.44
user0081967,346.78
